"ID_focal_following_caller","chorus_ID","did_focal_follower_overlap_preceding_call_YN","IOI_duration_preceding_focal_call","focal_svl","focal_mass","focal_toe_clip_number","preceding_caller_svl","preceding_caller_mass","preceding_caller_focal_toe_clip_number","max_freq","min_freq","after_knee_amplitude_skewness","min_last_150","distance"
"210927_001_Tr3","210927_001",1,1.532531311,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr3","210927_001",1,1.637022082,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr5","210927_001",1,1.578971654,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr3","210927_001",1,2.054985167,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr3","210927_001",1,1.683462425,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr2","210927_001",1,1.4280405,27.95,2.339,"3200",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1
"210927_001_Tr3","210927_001",1,1.706682597,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr4","210927_001",1,1.764733025,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr4","210927_001",1,2.438117995,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr4","210927_001",1,2.147865853,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr5","210927_001",1,2.008544825,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr5","210927_001",1,1.927274225,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr4","210927_001",1,1.567361568,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr3","210927_001",1,1.648632168,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr5","210927_001",1,1.892443968,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr5","210927_001",1,1.996934739,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr2","210927_001",1,1.6370221,27.95,2.339,"3200",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1
"210927_001_Tr3","210927_001",1,1.67185234,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr3","210927_001",1,1.753122939,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr2","210927_001",1,1.4744808,27.95,2.339,"3200",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1
"210927_001_Tr5","210927_001",1,1.544141397,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr3","210927_001",1,2.159475939,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr4","210927_001",1,2.461338166,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr5","210927_001",1,1.660242254,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr3","210927_001",1,1.741512854,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr2","210927_001",1,1.4512607,27.95,2.339,"3200",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1
"210927_001_Tr5","210927_001",1,1.741512854,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr4","210927_001",1,1.985324653,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr4","210927_001",1,1.648632168,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr4","210927_001",1,1.683462425,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr5","210927_001",1,1.718292682,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr2","210927_001",1,1.5673616,27.95,2.339,"3200",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1
"210927_001_Tr5","210927_001",1,1.927274225,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr2","210927_001",1,1.6486322,27.95,2.339,"3200",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1
"210927_001_Tr5","210927_001",1,1.985324653,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr3","210927_001",1,1.520921226,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr3","210927_001",1,1.857613711,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr5","210927_001",1,1.950494396,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr5","210927_001",1,1.648632168,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr2","210927_001",1,1.7299028,27.95,2.339,"3200",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1
"210927_001_Tr3","210927_001",1,1.474480883,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr4","210927_001",1,1.753122939,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr3","210927_001",1,1.277109426,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr4","210927_001",1,1.822783453,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr3","210927_001",1,1.822783453,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr4","210927_001",1,1.753122939,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr3","210927_001",1,1.660242254,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr3","210927_001",1,1.59058174,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr3","210927_001",1,1.439650626,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr4","210927_001",1,1.799563282,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr4","210927_001",1,1.822783453,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr3","210927_001",1,1.822783453,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr4","210927_001",1,1.613801911,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr3","210927_001",1,1.578971654,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr4","210927_001",1,1.613801911,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr5","210927_001",1,1.787953196,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr5","210927_001",1,1.904054053,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr3","210927_001",1,2.252356624,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr2","210927_001",1,1.6138019,27.95,2.339,"3200",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1
"210927_001_Tr4","210927_001",1,1.637022082,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr2","210927_001",1,1.4628707,27.95,2.339,"3200",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1
"210927_001_Tr5","210927_001",1,1.764733025,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr5","210927_001",1,2.02015491,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr4","210927_001",1,1.555751483,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr3","210927_001",1,1.555751483,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr5","210927_001",1,1.718292682,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr5","210927_001",1,2.10142551,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr3","210927_001",1,1.59058174,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr2","210927_001",1,1.5325313,27.95,2.339,"3200",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1
"210927_001_Tr2","210927_001",1,1.5209212,27.95,2.339,"3200",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1
"210927_001_Tr5","210927_001",1,2.171086024,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr5","210927_001",1,1.706682597,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr3","210927_001",1,2.171086024,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr4","210927_001",1,1.811173368,25.63,1.646,"3400",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,2
"210927_001_Tr3","210927_001",1,1.567361568,26.92,1.642,"3300",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr2","210927_001",1,1.6370221,27.95,2.339,"3200",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1
"210927_001_Tr5","210927_001",1,3.111502965,25.27,1.728,"3010",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1.7
"210927_001_Tr2","210927_001",1,1.6718523,27.95,2.339,"3200",25.88,1.528,"3000",951.5480041,490.1451692,-0.31296651,0.180375479,1
"210927_001_Tr1","210927_001",1,1.660242254,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr1","210927_001",0,1.648632168,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr5","210927_001",0,1.335159854,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.520921226,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr4","210927_001",0,2.124645681,25.63,1.646,"3400",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr5","210927_001",0,1.741512854,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr1","210927_001",0,1.811173368,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr5","210927_001",0,1.404820369,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr6","210927_001",0,2.043375,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr5","210927_001",0,1.741512854,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr1","210927_001",0,1.544141397,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr4","210927_001",0,1.904054053,25.63,1.646,"3400",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr5","210927_001",0,2.26396671,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.67185234,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.683462425,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr6","210927_001",0,1.8343936,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr4","210927_001",0,1.869223796,25.63,1.646,"3400",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr6","210927_001",0,1.9388843,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr6","210927_001",0,2.844471,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr4","210927_001",0,2.124645681,25.63,1.646,"3400",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr5","210927_001",0,1.625411997,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr4","210927_001",0,1.695072511,25.63,1.646,"3400",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr5","210927_001",0,1.637022082,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.695072511,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr4","210927_001",1,2.031764996,25.63,1.646,"3400",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr6","210927_001",0,2.1826961,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr1","210927_001",0,1.799563282,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr5","210927_001",0,1.695072511,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr6","210927_001",0,2.1014255,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr5","210927_001",0,1.520921226,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.555751483,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.648632168,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.451260711,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.393210283,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr1","210927_001",1,1.996934739,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr1","210927_001",0,1.50931114,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr1","210927_001",0,1.776343111,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr1","210927_001",0,1.648632168,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr1","210927_001",0,1.915664139,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr4","210927_001",0,1.637022082,25.63,1.646,"3400",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr6","210927_001",0,1.9388844,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr1","210927_001",0,3.076672708,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr1","210927_001",0,1.497701054,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr1","210927_001",0,1.660242254,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr1","210927_001",0,1.950494396,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr5","210927_001",0,1.67185234,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr4","210927_001",0,1.753122939,25.63,1.646,"3400",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr5","210927_001",0,1.625411997,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.404820369,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr1","210927_001",0,1.927274225,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr5","210927_001",0,2.380067567,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr1","210927_001",0,1.497701054,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr5","210927_001",0,1.335159854,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr4","210927_001",1,2.066595253,25.63,1.646,"3400",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr4","210927_001",0,2.34523731,25.63,1.646,"3400",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr5","210927_001",0,2.066595253,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr6","210927_001",0,1.6718524,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr5","210927_001",0,1.474480883,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr1","210927_001",0,1.753122939,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr1","210927_001",0,1.996934739,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr1","210927_001",0,1.59058174,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr4","210927_001",0,2.310407053,25.63,1.646,"3400",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr5","210927_001",0,1.753122939,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.93888431,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.42804054,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.915664139,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr1","210927_001",0,1.555751483,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr5","210927_001",0,1.660242254,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr4","210927_001",0,2.031764996,25.63,1.646,"3400",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr1","210927_001",1,1.811173368,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr6","210927_001",0,3.0070122,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr1","210927_001",0,1.706682597,25.88,1.528,"3000",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1
"210927_001_Tr6","210927_001",0,2.2639667,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr5","210927_001",0,1.729902768,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr6","210927_001",0,1.7415128,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr5","210927_001",0,1.753122939,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.42804054,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr6","210927_001",0,2.1710861,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr5","210927_001",0,3.01862228,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr6","210927_001",0,2.1014255,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr6","210927_001",0,2.2523567,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr6","210927_001",0,2.1246457,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr6","210927_001",0,2.0201549,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr4","210927_001",0,1.811173368,25.63,1.646,"3400",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr5","210927_001",0,1.764733025,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.532531311,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.787953196,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr6","210927_001",0,1.5905818,26.23,1.714,"1100",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,1.7
"210927_001_Tr5","210927_001",0,1.555751483,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.695072511,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr5","210927_001",0,1.474480883,25.27,1.728,"3010",27.95,2.339,"3200",1094.145766,484.6390058,-0.204006496,0.189130883,2
"210927_001_Tr1","210927_001",1,2.34523731,25.88,1.528,"3000",26.92,1.642,"3300",994.1731881,491.6901457,0.384371633,0.103127728,1.7
"210927_001_Tr6","210927_001",1,1.6486322,26.23,1.714,"1100",26.92,1.642,"3300",994.1731881,491.6901457,0.384371633,0.103127728,2
"210927_001_Tr6","210927_001",1,1.7995633,26.23,1.714,"1100",26.92,1.642,"3300",994.1731881,491.6901457,0.384371633,0.103127728,2
"210927_001_Tr2","210927_001",1,1.6834624,27.95,2.339,"3200",26.92,1.642,"3300",994.1731881,491.6901457,0.384371633,0.103127728,1
"210927_001_Tr1","210927_001",1,1.695072511,25.88,1.528,"3000",26.92,1.642,"3300",994.1731881,491.6901457,0.384371633,0.103127728,1.7
"210927_001_Tr5","210927_001",1,1.613801911,25.27,1.728,"3010",26.92,1.642,"3300",994.1731881,491.6901457,0.384371633,0.103127728,1.7
"210927_001_Tr1","210927_001",0,2.136255767,25.88,1.528,"3000",26.92,1.642,"3300",994.1731881,491.6901457,0.384371633,0.103127728,1.7
"210927_001_Tr2","210927_001",1,1.5557515,27.95,2.339,"3200",26.92,1.642,"3300",994.1731881,491.6901457,0.384371633,0.103127728,1
"210927_001_Tr6","210927_001",1,1.6950725,26.23,1.714,"1100",26.92,1.642,"3300",994.1731881,491.6901457,0.384371633,0.103127728,2
"210927_001_Tr1","210927_001",1,1.625411997,25.88,1.528,"3000",26.92,1.642,"3300",994.1731881,491.6901457,0.384371633,0.103127728,1.7
"210927_001_Tr1","210927_001",1,1.741512854,25.88,1.528,"3000",26.92,1.642,"3300",994.1731881,491.6901457,0.384371633,0.103127728,1.7
"210927_001_Tr4","210927_001",1,1.544141397,25.63,1.646,"3400",26.92,1.642,"3300",994.1731881,491.6901457,0.384371633,0.103127728,1
"210927_001_Tr6","210927_001",1,1.6486321,26.23,1.714,"1100",26.92,1.642,"3300",994.1731881,491.6901457,0.384371633,0.103127728,2
